cat 2022,Località,comune senza link,località senza link,Immagini_fotografie sopralluogo,cat 1853,dest uso 1853,sezione località,dest uso 1853 - extra,cat 1807,stato_conservazione_globale,destinazione_uso_attuale,stato_utilizzo_attuale,stato_conservazione_globale (doppie),cat 1951,dest uso 1950,vincoli e tutele,TARI 2021 - da tenere,IMU 2021 - da tenere,note - da tenere,caratteri_storico_culturali,apparati decorativi,apparati decorativi - stato di conservazione,infissi esterni - tipologia,infissi esterni - materiale,infissi esterni - stato di conservazione,collegamenti esterni - tipologia,collegamenti esterni - materiale,collegamenti esterni - stato di conservazione,accessibilità,smaltimento_acqua,smaltimento_acqua - stato di conservazione,finiture esterne - tipologia,finiture esterne - dettaglio materiale intonaco,finiture esterne - conservazione,componenti strutturali verticali - materiale,componenti verticali - tecnica costruttiva,componenti verticali - conservazione,componenti - coperture - materiale,componenti - coperture - tecnica costruttiva,componenti - coperture - conservazione,componenti strutturali orizzontali - tecnica costruttiva,componenti strutturali orizzontali - materiale,componenti strutturali orizzontali - conservazione,componenti - fondazioni,presenza_opere_provvisionali,degrado - finiture esterne,degrado - componenti vert,degrado - coperture,unità 1 - piani,unità 2 - piani,unità 3 - piani,pavimentazioni_esterne,impiantistica,Comune,loc senza link 
54_200,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194129.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194122.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194108.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194106.jpg",1185,SF,Foppa,,presente,senza fenomeni di degrado,residenziale,disuso,senza fenomeni di degrado,200,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,,,,,,,,,,,,sentiero,,,intonaco_fine,,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,"legno, pietra",tecnica tradizionale,fenomeni di degrado superficiali,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_201,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_191939.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192003.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192008.jpg",,,Foppa,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,201,PFA RURALE,"I3, LOCALE",Uso domestico_seconde case,,,,,,,,,,,,sentiero,,,intonaco_fine,,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,"laterizi, legno",tecnica moderna,senza fenomeni di degrado,,,,,,,,,"2, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_202,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193512.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_191909.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_191934.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_191838.jpg",1196,CASA PARRO,Foppa,,presente,fenomeni di degrado superficiali,residenziale,disuso,fenomeni di degrado superficiali,202,URBANO,"I2, LOCALE",,A04,casa parrocchiale,,,,,,,,,,sentiero,,,intonaco_rustico,,fenomeni di degrado superficiali,pietra con legante,muri portanti,fenomeni di degrado superficiali,"legno, pietra",tecnica tradizionale,fenomeni di degrado superficiali,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_204,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Foppa,,non presente,non rilevabile,non rilevabile,non rilevabile,non rilevabile,204,,"I2, LOCALE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_207,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192851.jpg,,,Foppa,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,207,PFA RURALE,"I2, LOCALE",,A04,,tabìa (stalla / fienile con pilastri / tamponatura in legno),,,,,,,,,,,,intonaco_tintura,,senza fenomeni di degrado,pietra con legante,muri portanti,senza fenomeni di degrado,"laterizi, legno",tecnica moderna,senza fenomeni di degrado,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_208,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193006.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192946.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192942.jpg",,,Foppa,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,208,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,,ex scuola,,architravi lignei,,,,,,,,sentiero,,,intonaco_fine,,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,"legno, pietra",tecnica moderna,senza fenomeni di degrado,,,,,,,,,"2, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_210,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192836.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192254.jpg",,,Foppa,,non presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,210,,"I2, LOCALE",,C02,,stalla fienile,architravi lignei,,,,,,,,sentiero,,,intonaco_rustico,,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,"legno, pietra",tecnica tradizionale,fenomeni di degrado superficiali,,,,,,,,,2,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_211,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193104.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192836%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192457.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192437.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192441.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192448.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192355.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192407.jpg",1203,P CC,Foppa,,non presente,fenomeni di degrado diffusi,multifunzione,uso temporaneo,fenomeni di degrado diffusi,211,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,,,,architravi lignei,,,,,,,,sentiero,,,intonaco_rustico,,fenomeni di degrado diffusi,"pietra a secco, pietra con legante",muri portanti,fenomeni di degrado superficiali,"legno, pietra",tecnica tradizionale,fenomeni di degrado diffusi,,,,,coperture provvisorie,,,mancanza elementi puntuali,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_213,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_9138.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192832.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192643.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192636.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192628.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192626.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192503.jpg",,,Foppa,,non presente,fenomeni di degrado diffusi,multifunzione,disuso,fenomeni di degrado diffusi,213,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,,,,architravi lignei,,,,,balcone,legno,fenomeni di degrado diffusi,sentiero,,,intonaco_rustico,,fenomeni di degrado diffusi,"pietra a secco, pietra con legante",muri portanti,fenomeni di degrado diffusi,"legno, pietra",tecnica tradizionale,fenomeni di degrado diffusi,,,,,,,,,"2, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_214,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194416.jpg,1212,SF,Foppa,,presente,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,214,FA RURALE,"I5, LOCALE",,,prato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_215,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194140.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194137.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193700.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193645.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193248.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193210.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193223.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_184308%202.jpg",1208,CC,Foppa,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,215,PFA RURALE,"I2, LOCALE",Uso domestico_seconde case,,,,,,,,,"ballatoio, scale",legno,fenomeni di degrado superficiali,sentiero,,,non presente,,,pietra con legante,muri portanti,senza fenomeni di degrado,"laterizi, legno",tecnica moderna,senza fenomeni di degrado,,,,,,,,,2,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_216,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192800.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192709.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192628%201.jpg",,,Foppa,,non presente,senza fenomeni di degrado,residenziale,disuso,senza fenomeni di degrado,216,PRATO,"I2, LOCALE",Uso domestico_seconde case,,vendesi,,,,,,,balcone,legno,senza fenomeni di degrado,sentiero,,,rivestimento in legno,,,pietra con legante,muri portanti,senza fenomeni di degrado,"legno, pietra",tecnica moderna,senza fenomeni di degrado,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_218,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194207.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193450.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193422.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193434.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193252.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193238.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_184256.jpg",1211,CC,Foppa,,presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,218,FA RURALE,"I2, LOCALE",,C02,,cardèn (struttura in legno incardinata),architravi lignei,,,,,,,,sentiero,,,intonaco_rustico,,fenomeni di degrado superficiali,"legno, pietra a secco, pietra con legante",incardinato + basamento e/o parziale rivestimento in pietra,fenomeni di degrado superficiali,,,,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_219,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193503.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193235.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193107.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193057.jpg",1211,CC,Foppa,,presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,219,FA RURALE,"I3, LOCALE",Uso domestico_seconde case,,,,,,,,,,,,sentiero,,,"intonaco_fine, rivestimento in legno",,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,"laterizi, legno",tecnica moderna,senza fenomeni di degrado,,,,,,,,,"2, seminterrato, sottotetto",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_229,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193548.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193440.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193055.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_184230.jpg",,,Foppa,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,229,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,A04,,,finestre a sguincio,,,,,,,,sentiero,,,"intonaco_tintura, rivestimento in pietra (basamento)",,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,"legno, pietra",tecnica moderna,fenomeni di degrado superficiali,,,,,,,,,"2, seminterrato, sottotetto",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_231,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_9125%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194227.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_194149.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_193252%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_184314.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_184253.jpg",,,Foppa,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,231,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,,,,architravi lignei,,,,,,,,sentiero,,,intonaco_tintura,,fenomeni di degrado superficiali,pietra con legante,muri portanti,senza fenomeni di degrado,"laterizi, legno",tecnica moderna,senza fenomeni di degrado,,,,,,,,,"2, seminterrato, sottotetto",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_672,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192058.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192056.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_192053_1.jpg",1201,P CC,Foppa,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,672,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,,modifiche rispetto impianto 1850,,,,,,,,,,,,,intonaco_tintura,,senza fenomeni di degrado,pietra con legante,muri portanti,senza fenomeni di degrado,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_708,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,3207,P CC,Motto,,non presente,non rilevabile,servizio,non rilevabile,non rilevabile,122,FA RURALE,,,C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
54_709,Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo,Sommarovina,,,,Motto,,non presente,non rilevabile,servizio,non rilevabile,non rilevabile,123,PFA RURALE,,,C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Sommarovina
50_152,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145411.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145419.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145449.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145532.jpg",360,P SF,,,presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,fenomeni di degrado superficiali,,FA RURALE,"I2, LOCALE",Uso domestico_seconde case,,,,architravi lignei,,,,,,,,sentiero,,,non presente,,,pietra con legante,muri portanti,senza fenomeni di degrado,"legno, materiale metallico",tecnica moderna,fenomeni di degrado superficiali,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_145,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_150044.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145941.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145900.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145911.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145532%201.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143939.jpg",,,,,non presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,,FA RURALE,"I2, LOCALE",,,,,architravi lignei,,,,,,,,sentiero,,,non presente,,,pietra a secco,muri portanti,fenomeni di degrado diffusi,"legno, pietra",tecnica tradizionale,perdita funzionalità,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_160,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_153815.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_153812.jpg",,,,,non presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,0,FA RURALE,,,,immobili in alto - no foto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_161,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_153815.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_153812.jpg",,,,,non presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,0,FA RURALE,,,,immobili in alto - no foto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_132,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_150644.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_150438.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_150447.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_150509.jpg",,,,,non presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,,FA RURALE,"I2, LOCALE",,,,,architravi lignei,,,,,,,,sentiero,,,non presente,,,pietra a secco,muri portanti,fenomeni di degrado diffusi,"legno, pietra",tecnica tradizionale,fenomeni di degrado superficiali,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_154,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144555.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144608.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144630.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144655.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144746.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144750.jpg",,,,,non presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,,FA RURALE,"I2, LOCALE",,C02,,,architravi lignei,,,,,,,,sentiero,,,intonaco_rustico,malta di calce (giallastra - idraulica),fenomeni di degrado diffusi,pietra a secco,muri portanti,fenomeni di degrado diffusi,"legno, pietra",tecnica tradizionale,fenomeni di degrado diffusi,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_212,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,,356,SF,,,presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,146,,"I2, LOCALE",,,,,architravi lignei,,,,,,,,sentiero,,,intonaco_rustico,malta di calce (giallastra - idraulica),fenomeni di degrado diffusi,pietra a secco,muri portanti,fenomeni di degrado diffusi,"legno, pietra",tecnica tradizionale,fenomeni di degrado diffusi,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_158,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144131.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144057.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144110.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_144048.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143834.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143814.jpg",,,,,non presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,,FA RURALE,"I2, LOCALE",,C02,,,architravi lignei,,,,,,,,sentiero,,,intonaco_rustico,malta di calce (giallastra - idraulica),fenomeni di degrado diffusi,"pietra a secco, pietra con legante",muri portanti,fenomeni di degrado superficiali,"legno, pietra",tecnica moderna,senza fenomeni di degrado,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_148,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_145701.jpg,357,SF,,,non presente,non presente,non rilevabile,non presente,non presente,0,FA RURALE,,,,non ce piu niente anche se su catasto attuale presente!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
50_149,Alpe Fontana (https://www.notion.so/Alpe-Fontana-cf210b7578da4aa198d106557dacb05c?pvs=21),San Giacomo Filippo,Alpe Fontana,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143516.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143602.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143617.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143621.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143706.jpg, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_143720.jpg",365,SF,,,non presente,fenomeni di degrado superficiali,multifunzione,disuso,fenomeni di degrado superficiali,,FA RURALE,"I2, LOCALE",,A11,,,architravi lignei,,,,,,,,sentiero,,,intonaco_rustico,malta di calce (giallastra - idraulica),fenomeni di degrado diffusi,pietra con legante,muri portanti,fenomeni di degrado superficiali,"legno, pietra",tecnica tradizionale,fenomeni di degrado superficiali,,,,,,,,,"1, seminterrato",,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Fontana
